# Auto-generated by scripts/annotate_regions.py — DO NOT EDIT BY HAND.
# See src/data/syntactic_regions.py for the annotation scheme.
story	item_id	region	zone_start	zone_end	note
8	s8_relcl_579	disambig	489	489	RC verb `published`
8	s8_relcl_612	onset	512	512	RC head `hundreds`
8	s8_relcl_612	disambig	519	519	RC verb `interviewed`
8	s8_relcl_628	onset	529	529	RC head `witnesses`
8	s8_relcl_628	disambig	531	531	RC verb `claimed`
8	s8_relcl_671	onset	567	567	RC head `those`
8	s8_relcl_671	disambig	569	569	RC verb `claimed`
8	s8_relcl_800	onset	672	672	RC head `accounts`
8	s8_relcl_800	disambig	678	678	RC verb `exposed`
8	s8_relcl_810	onset	685	685	RC head `skeptics`
8	s8_relcl_810	disambig	687	687	RC verb `had`
8	s8_relcl_909	onset	768	768	RC head `program`
8	s8_relcl_909	disambig	773	773	RC verb `involved`
8	s8_relcl_980	onset	835	835	RC head `programs`
8	s8_relcl_980	disambig	837	837	RC verb `conducted`
8	s8_relcl_994	onset	843	843	RC head `hoaxes`
8	s8_relcl_994	disambig	850	850	RC verb `perpetrated`
8	s8_redrel_79	onset	67	67	RR head `debris`
8	s8_redrel_79	disambig	68	68	RR participle `recovered`
8	s8_redrel_95	onset	81	81	RR head `program`
8	s8_redrel_95	disambig	82	82	RR participle `named`
8	s8_redrel_315	onset	262	262	RR head `person`
8	s8_redrel_315	disambig	263	263	RR participle `known`
8	s8_redrel_878	onset	747	747	RR head `first`
8	s8_redrel_878	disambig	748	748	RR participle `released`
8	s8_redrel_918	onset	781	781	RR head `waves`
8	s8_redrel_918	disambig	782	782	RR participle `generated`
8	s8_redrel_932	onset	793	793	RR head `report`
8	s8_redrel_932	disambig	794	794	RR participle `released`
8	s8_redrel_968	onset	815	815	RR head `memories`
8	s8_redrel_968	disambig	825	825	RR participle `transformed`
8	s8_redrel_1097	onset	931	931	RR head `debris`
8	s8_redrel_1097	disambig	932	932	RR participle `found`
8	s8_ctrl_on_0	control	2	2	control NOUN `Roswell`
8	s8_ctrl_on_1	control	3	3	control NOUN `UFO`
8	s8_ctrl_on_2	control	4	4	control NOUN `Incident`
8	s8_ctrl_on_3	control	8	8	control NOUN `recovery`
8	s8_ctrl_on_4	control	11	11	control NOUN `debris`
8	s8_ctrl_on_5	control	14	14	control NOUN `corpses`
8	s8_ctrl_on_6	control	18	18	control NOUN `that`
8	s8_ctrl_on_7	control	21	21	control NOUN `Roswell`
8	s8_ctrl_on_8	control	22	22	control NOUN `New`
8	s8_ctrl_on_9	control	23	23	control NOUN `Mexico`
8	s8_ctrl_on_10	control	27	27	control NOUN `July`
8	s8_ctrl_on_11	control	35	35	control NOUN `seventies`
8	s8_ctrl_on_12	control	37	37	control NOUN `incident`
8	s8_ctrl_on_13	control	41	41	control NOUN `subject`
8	s8_ctrl_on_14	control	44	44	control NOUN `controversy`
8	s8_ctrl_on_15	control	47	47	control NOUN `subject`
8	s8_ctrl_on_16	control	49	49	control NOUN `conspiracy`
8	s8_ctrl_on_17	control	50	50	control NOUN `theories`
8	s8_ctrl_on_18	control	55	55	control NOUN `nature`
8	s8_ctrl_on_19	control	59	59	control NOUN `that`
8	s8_ctrl_on_20	control	62	62	control NOUN `United`
8	s8_ctrl_on_21	control	63	63	control NOUN `States`
8	s8_ctrl_on_22	control	64	64	control NOUN `military`
8	s8_ctrl_on_23	control	73	73	control NOUN `altitude`
8	s8_ctrl_on_24	control	74	74	control NOUN `surveillance`
8	s8_ctrl_on_25	control	76	76	control NOUN `that`
8	s8_ctrl_di_0	control	5	5	control VERB `was`
8	s8_ctrl_di_1	control	7	7	control VERB `alleged`
8	s8_ctrl_di_2	control	12	12	control VERB `including`
8	s8_ctrl_di_3	control	38	38	control VERB `has`
8	s8_ctrl_di_4	control	39	39	control VERB `been`
8	s8_ctrl_di_5	control	65	65	control VERB `maintains`
8	s8_ctrl_di_6	control	69	69	control VERB `was`
8	s8_ctrl_di_7	control	88	88	control VERB `maintain`
8	s8_ctrl_di_8	control	93	93	control VERB `crashed`
8	s8_ctrl_di_9	control	98	98	control VERB `were`
8	s8_ctrl_di_10	control	99	99	control VERB `recovered`
8	s8_ctrl_di_11	control	105	105	control VERB `engaged`
8	s8_ctrl_di_12	control	111	111	control VERB `has`
8	s8_ctrl_di_13	control	112	112	control VERB `turned`
8	s8_ctrl_di_14	control	116	116	control VERB `known`
8	s8_ctrl_di_15	control	120	120	control VERB `making`
8	s8_ctrl_di_16	control	128	128	control VERB `ranks`
8	s8_ctrl_di_17	control	134	134	control VERB `publicized`
8	s8_ctrl_di_18	control	137	137	control VERB `alleged`
8	s8_ctrl_di_19	control	154	154	control VERB `stated`
8	s8_ctrl_di_20	control	162	162	control VERB `had`
8	s8_ctrl_di_21	control	163	163	control VERB `recovered`
8	s8_ctrl_di_22	control	165	165	control VERB `crashed`
8	s8_ctrl_di_23	control	166	166	control VERB `flying`
8	s8_ctrl_di_24	control	173	173	control VERB `sparking`
8	s8_ctrl_di_25	control	189	189	control VERB `stated`
9	s9_relcl_21	onset	5	5	RC head `period`
9	s9_relcl_21	disambig	22	22	RC verb `reached`
9	s9_relcl_96	onset	84	84	RC head `Provinces`
9	s9_relcl_96	disambig	88	88	RC verb `know`
9	s9_relcl_145	onset	130	130	RC head `garden`
9	s9_relcl_145	disambig	132	132	RC verb `is`
9	s9_relcl_170	onset	149	149	RC head `bulbs`
9	s9_relcl_170	disambig	154	154	RC verb `sent`
9	s9_relcl_177	onset	146	146	RC head `collection`
9	s9_relcl_177	disambig	160	160	RC verb `were`
9	s9_relcl_382	onset	321	321	RC head `prefix`
9	s9_relcl_382	disambig	323	323	RC verb `found`
9	s9_relcl_518	onset	429	429	RC head `virus`
9	s9_relcl_518	disambig	434	434	RC verb `studied`
9	s9_relcl_649	onset	538	538	RC head `type`
9	s9_relcl_649	disambig	545	545	RC verb `used`
9	s9_relcl_809	onset	685	685	RC head `price`
9	s9_relcl_809	disambig	688	688	RC verb `paid`
9	s9_relcl_840	onset	698	698	RC head `book`
9	s9_relcl_840	disambig	713	713	RC verb `wrote`
9	s9_relcl_928	onset	786	786	RC head `government`
9	s9_relcl_928	disambig	791	791	RC verb `responded`
9	s9_relcl_935	onset	795	795	RC head `anyone`
9	s9_relcl_935	disambig	798	798	RC verb `bought`
9	s9_relcl_958	onset	817	817	RC head `Attempts`
9	s9_relcl_958	disambig	820	820	RC verb `made`
9	s9_relcl_987	onset	844	844	RC head `bulbs`
9	s9_relcl_987	disambig	846	846	RC verb `held`
9	s9_relcl_1032	onset	881	881	RC head `classic`
9	s9_relcl_1032	disambig	886	886	RC verb `continue`
9	s9_relcl_1133	onset	966	966	RC head `prices`
9	s9_relcl_1133	disambig	973	973	RC verb `fell`
9	s9_relcl_1202	onset	1031	1031	RC head `bubble`
9	s9_relcl_1202	disambig	1035	1035	RC verb `deviate`
9	s9_redrel_72	onset	65	65	RR head `tulip`
9	s9_redrel_72	disambig	66	66	RR participle `introduced`
9	s9_redrel_335	onset	286	286	RR head `virus`
9	s9_redrel_335	disambig	287	287	RR participle `known`
9	s9_redrel_892	onset	759	759	RR head `investors`
9	s9_redrel_892	disambig	760	760	RR participle `ruined`
9	s9_redrel_1154	onset	988	988	RR head `decree`
9	s9_redrel_1154	disambig	993	993	RR participle `voided`
9	s9_nps_1044	onset	898	898	NP/S onset `mania` under `believe`
9	s9_nps_1044	disambig	899	899	NP/S disambig `was`
9	s9_ctrl_on_0	control	1	1	control NOUN `Tulip`
9	s9_ctrl_on_1	control	2	2	control NOUN `mania`
9	s9_ctrl_on_2	control	8	8	control NOUN `Dutch`
9	s9_ctrl_on_3	control	9	9	control NOUN `Golden`
9	s9_ctrl_on_4	control	10	10	control NOUN `Age`
9	s9_ctrl_on_5	control	12	12	control NOUN `which`
9	s9_ctrl_on_6	control	13	13	control NOUN `contract`
9	s9_ctrl_on_7	control	14	14	control NOUN `prices`
9	s9_ctrl_on_8	control	16	16	control NOUN `bulbs`
9	s9_ctrl_on_9	control	21	21	control NOUN `tulip`
9	s9_ctrl_on_10	control	25	25	control NOUN `levels`
9	s9_ctrl_on_11	control	32	32	control NOUN `peak`
9	s9_ctrl_on_12	control	34	34	control NOUN `tulip`
9	s9_ctrl_on_13	control	35	35	control NOUN `mania`
9	s9_ctrl_on_14	control	37	37	control NOUN `February`
9	s9_ctrl_on_15	control	40	40	control NOUN `tulip`
9	s9_ctrl_on_16	control	41	41	control NOUN `contracts`
9	s9_ctrl_on_17	control	47	47	control NOUN `times`
9	s9_ctrl_on_18	control	50	50	control NOUN `income`
9	s9_ctrl_on_19	control	54	54	control NOUN `craftsman`
9	s9_ctrl_on_20	control	55	55	control NOUN `It`
9	s9_ctrl_on_21	control	63	63	control NOUN `bubble`
9	s9_ctrl_di_0	control	3	3	control VERB `was`
9	s9_ctrl_di_1	control	20	20	control VERB `introduced`
9	s9_ctrl_di_2	control	29	29	control VERB `collapsed`
9	s9_ctrl_di_3	control	42	42	control VERB `sold`
9	s9_ctrl_di_4	control	56	56	control VERB `is`
9	s9_ctrl_di_5	control	58	58	control VERB `considered`
9	s9_ctrl_di_6	control	78	78	control VERB `became`
9	s9_ctrl_di_7	control	98	98	control VERB `is`
9	s9_ctrl_di_8	control	100	100	control VERB `thought`
9	s9_ctrl_di_9	control	102	102	control VERB `have`
9	s9_ctrl_di_10	control	103	103	control VERB `started`
9	s9_ctrl_di_11	control	116	116	control VERB `had`
9	s9_ctrl_di_12	control	117	117	control VERB `taken`
9	s9_ctrl_di_13	control	127	127	control VERB `established`
9	s9_ctrl_di_14	control	144	144	control VERB `planted`
9	s9_ctrl_di_15	control	163	163	control VERB `tolerate`
9	s9_ctrl_di_16	control	172	172	control VERB `was`
9	s9_ctrl_di_17	control	178	178	control VERB `began`
9	s9_ctrl_di_18	control	180	180	control VERB `grow`
9	s9_ctrl_di_19	control	186	186	control VERB `became`
9	s9_ctrl_di_20	control	200	200	control VERB `followed`
9	s9_ctrl_di_21	control	202	202	control VERB `were`
10	s10_relcl_30	onset	23	23	RC head `neurologist`
10	s10_relcl_30	disambig	26	26	RC verb `described`
10	s10_relcl_108	onset	90	90	RC head `symptoms`
10	s10_relcl_108	disambig	92	92	RC verb `include`
10	s10_relcl_150	onset	127	127	RC head `condition`
10	s10_relcl_150	disambig	130	130	RC verb `peaks`
10	s10_relcl_183	onset	158	158	RC head `course`
10	s10_relcl_183	disambig	160	160	RC verb `lasts`
10	s10_relcl_288	onset	250	250	RC head `patients`
10	s10_relcl_288	disambig	253	253	RC verb `diagnosed`
10	s10_relcl_329	onset	284	284	RC head `movements`
10	s10_relcl_329	disambig	286	286	RC verb `involve`
10	s10_relcl_367	onset	313	313	RC head `vocalizations`
10	s10_relcl_367	disambig	318	318	RC verb `precede`
10	s10_relcl_392	onset	332	332	RC head `patterns`
10	s10_relcl_392	disambig	336	336	RC verb `involve`
10	s10_relcl_457	onset	390	390	RC head `movements`
10	s10_relcl_457	disambig	392	392	RC verb `result`
10	s10_relcl_477	onset	406	406	RC head `coprolalia`
10	s10_relcl_477	disambig	408	408	RC verb `involves`
10	s10_relcl_486	onset	413	413	RC head `echolalia`
10	s10_relcl_486	disambig	415	415	RC verb `involves`
10	s10_relcl_571	onset	482	482	RC head `symptoms`
10	s10_relcl_571	disambig	485	485	RC verb `experience`
10	s10_relcl_610	onset	516	516	RC head `people`
10	s10_relcl_610	disambig	520	520	RC verb `suppress`
10	s10_relcl_653	onset	554	554	RC head `point`
10	s10_relcl_653	disambig	558	558	RC verb `feel`
10	s10_relcl_690	onset	589	589	RC head `problems`
10	s10_relcl_690	disambig	591	591	RC verb `include`
10	s10_relcl_724	onset	612	612	RC head `difficulties`
10	s10_relcl_724	disambig	620	620	RC verb `cause`
10	s10_relcl_732	onset	624	624	RC head `diagnosis`
10	s10_relcl_732	disambig	626	626	RC verb `make`
10	s10_relcl_824	onset	707	707	RC head `studies`
10	s10_relcl_824	disambig	709	709	RC verb `include`
10	s10_relcl_854	onset	730	730	RC head `conditions`
10	s10_relcl_854	disambig	735	735	RC verb `confused`
10	s10_relcl_919	onset	792	792	RC head `genes`
10	s10_relcl_919	disambig	794	794	RC verb `have`
10	s10_relcl_990	onset	853	853	RC head `problems`
10	s10_relcl_990	disambig	857	857	RC verb `co`
10	s10_relcl_1029	onset	888	888	RC head `females`
10	s10_relcl_1029	disambig	890	890	RC verb `have`
10	s10_redrel_7	onset	5	5	RR head `disorder`
10	s10_redrel_7	disambig	6	6	RR participle `characterized`
10	s10_redrel_125	onset	107	107	RR head `people`
10	s10_redrel_125	disambig	108	108	RR participle `diagnosed`
10	s10_redrel_175	onset	151	151	RR head `those`
10	s10_redrel_175	disambig	152	152	RR participle `affected`
10	s10_redrel_241	onset	196	196	RR head `fact`
10	s10_redrel_241	disambig	213	213	RR participle `considered`
10	s10_redrel_404	onset	346	346	RR head `grimacing`
10	s10_redrel_404	disambig	347	347	RR participle `combined`
10	s10_redrel_632	onset	537	537	RR head `people`
10	s10_redrel_632	disambig	538	538	RR participle `affected`
10	s10_redrel_776	onset	666	666	RR head `clinicians`
10	s10_redrel_776	disambig	667	667	RR participle `consulted`
10	s10_redrel_814	onset	701	701	RR head `tests`
10	s10_redrel_814	disambig	702	702	RR participle `needed`
10	s10_redrel_1016	onset	876	876	RR head `males`
10	s10_redrel_1016	disambig	877	877	RR participle `affected`
10	s10_nps_531	onset	456	456	NP/S onset `person` under `hearing`
10	s10_nps_531	disambig	457	457	NP/S disambig `sniff`
10	s10_nps_653	onset	561	561	NP/S onset `tic` under `feel`
10	s10_nps_653	disambig	564	564	NP/S disambig `expressed`
10	s10_nps_874	onset	755	755	NP/S onset `Tourette` under `suggests`
10	s10_nps_874	disambig	756	756	NP/S disambig `is`
10	s10_nps_887	onset	768	768	NP/S onset `mode` under `suggested`
10	s10_nps_887	disambig	771	771	NP/S disambig `characterized`
10	s10_ctrl_on_0	control	1	1	control NOUN `Tourette`
10	s10_ctrl_on_1	control	2	2	control NOUN `syndrome`
10	s10_ctrl_on_2	control	10	10	control NOUN `movements`
10	s10_ctrl_on_3	control	14	14	control NOUN `Dr.`
10	s10_ctrl_on_4	control	15	15	control NOUN `Georges`
10	s10_ctrl_on_5	control	16	16	control NOUN `Gilles`
10	s10_ctrl_on_6	control	17	17	control NOUN `de`
10	s10_ctrl_on_7	control	18	18	control NOUN `la`
10	s10_ctrl_on_8	control	19	19	control NOUN `Tourette`
10	s10_ctrl_on_9	control	24	24	control NOUN `who`
10	s10_ctrl_on_10	control	28	28	control NOUN `condition`
10	s10_ctrl_on_11	control	31	31	control NOUN `year`
10	s10_ctrl_on_12	control	33	33	control NOUN `noblewoman`
10	s10_ctrl_on_13	control	34	34	control NOUN `It`
10	s10_ctrl_on_14	control	39	39	control NOUN `childhood`
10	s10_ctrl_on_15	control	40	40	control NOUN `that`
10	s10_ctrl_on_16	control	43	43	control NOUN `symptoms`
10	s10_ctrl_on_17	control	45	45	control NOUN `Tourette`
10	s10_ctrl_on_18	control	52	52	control NOUN `onset`
10	s10_ctrl_on_19	control	55	55	control NOUN `ages`
10	s10_ctrl_on_20	control	60	60	control NOUN `years`
10	s10_ctrl_on_21	control	61	61	control NOUN `It`
10	s10_ctrl_on_22	control	68	68	control NOUN `Americans`
10	s10_ctrl_on_23	control	73	73	control NOUN `form`
10	s10_ctrl_on_24	control	75	75	control NOUN `Tourette`
10	s10_ctrl_on_25	control	84	84	control NOUN `people`
10	s10_ctrl_on_26	control	91	91	control NOUN `that`
10	s10_ctrl_on_27	control	94	94	control NOUN `motor`
10	s10_ctrl_on_28	control	97	97	control NOUN `tics`
10	s10_ctrl_on_29	control	100	100	control NOUN `tics`
10	s10_ctrl_on_30	control	102	102	control NOUN `childhood`
10	s10_ctrl_on_31	control	105	105	control NOUN `majority`
10	s10_ctrl_on_32	control	111	111	control NOUN `disorder`
10	s10_ctrl_on_33	control	112	112	control NOUN `Tourette`
10	s10_ctrl_on_34	control	117	117	control NOUN `condition`
10	s10_ctrl_di_0	control	11	11	control VERB `was`
10	s10_ctrl_di_1	control	12	12	control VERB `named`
10	s10_ctrl_di_2	control	35	35	control VERB `is`
10	s10_ctrl_di_3	control	46	46	control VERB `are`
10	s10_ctrl_di_4	control	48	48	control VERB `noticed`
10	s10_ctrl_di_5	control	62	62	control VERB `is`
10	s10_ctrl_di_6	control	63	63	control VERB `estimated`
10	s10_ctrl_di_7	control	69	69	control VERB `have`
10	s10_ctrl_di_8	control	85	85	control VERB `exhibit`
10	s10_ctrl_di_9	control	113	113	control VERB `is`
10	s10_ctrl_di_10	control	120	120	control VERB `lasting`
10	s10_ctrl_di_11	control	125	125	control VERB `is`
10	s10_ctrl_di_12	control	137	137	control VERB `occurring`
10	s10_ctrl_di_13	control	143	143	control VERB `continuing`
10	s10_ctrl_di_14	control	153	153	control VERB `have`
10	s10_ctrl_di_15	control	164	164	control VERB `is`
10	s10_ctrl_di_16	control	170	170	control VERB `be`
10	s10_ctrl_di_17	control	184	184	control VERB `is`
10	s10_ctrl_di_18	control	185	185	control VERB `obtained`
10	s10_ctrl_di_19	control	190	190	control VERB `are`
10	s10_ctrl_di_20	control	193	193	control VERB `may`
10	s10_ctrl_di_21	control	194	194	control VERB `include`
10	s10_ctrl_di_22	control	211	211	control VERB `may`
10	s10_ctrl_di_23	control	212	212	control VERB `be`
10	s10_ctrl_di_24	control	229	229	control VERB `may`
10	s10_ctrl_di_25	control	230	230	control VERB `think`
10	s10_ctrl_di_26	control	234	234	control VERB `is`
10	s10_ctrl_di_27	control	235	235	control VERB `related`
10	s10_ctrl_di_28	control	241	241	control VERB `sniffing`
10	s10_ctrl_di_29	control	242	242	control VERB `is`
10	s10_ctrl_di_30	control	243	243	control VERB `related`
10	s10_ctrl_di_31	control	248	248	control VERB `are`
10	s10_ctrl_di_32	control	252	252	control VERB `are`
10	s10_ctrl_di_33	control	262	262	control VERB `read`
10	s10_ctrl_di_34	control	264	264	control VERB `hear`
